city,district,name,score,comment_number,month_sales_clean,avg_price_rmb,category1,delivery_time_clean,delivery_type_1,in_time_delivery_percent,min_price_rmb,shipping_fee_clean,lat,lng,Day_Time,Night_Time,Mid_Night_Time,recommend_Bin,district population in (10 thousands),population density (people/square kilometer),Rent,Female,Male,18 and below,19-24,25-34,35-44,45-54,55 and above,50 yuan and below,50-100 yuan,100-300 yuan,300 yuan,Shopping,Catering Service,Car Service,Leisure,Other,Medicare,Education,Beauty
Beijing,Haidian District,Yipin spicy and spicy pot grilled fish (Erpozi shop),4.6,9698,768,40,Foods,59, MeituanRun ,25,89,13,40.080894,116.301762,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Chaoyang District,KFC House Express (Jiuxianqiao Middle Road Store),4.8,1226,4000,39,Foods,30, Merchant ,99,0,5,39.976286,116.490464,1,1,1,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,Master Jim (Hilondo Store),4.6,657,600,49,SweetCake,41,MeituanFlash,42,20,7,40.018656,116.214618,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Haidian District,Mythical Roast Fish (Anning Village),4.8,31,818,65,Foods,48, MeituanRun ,13,50,6.9,40.040295,116.331968,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Haidian District,Jinzhou Barbecue (Dazhong Temple Store),4.3,1321,1346,24,Foods,45, Merchant ,74,20,4,39.96397,116.341021,1,1,1,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Dongcheng District,Taishi Port Tea Restaurant,4.8,657,2000,34,Foods,48,MeituanFlash,39,20,4.5,39.896634,116.419384,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Xicheng District,King of Signing · Hot Pot maocai,4.6,73,1727,32,Foods,70,MeituanFlash,50,20,0,39.896816,116.419068,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Fengtai District,Chongba Niu Mansion (Huaxiang Aolai Store),0,224,17,25,Foods,55,MeituanFlash,Unknown,30,7.7,39.827624,116.324316,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Northeast Skewers · Seafood Barbecue · Marinated Shrimp Tail,4.6,48,1399,30,Foods,36,MeituanFlash,0,20,9.7,40.098733,116.544155,1,1,1,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Dongcheng District,Suzuki Canteen (Kuanjie Store),4.8,143,670,59,Foods,33,MeituanFlash,72,20,0,39.931232,116.41164,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Chaoyang District,Suzuki Canteen (Beixinqiao Store),4.8,110,2480,58,Foods,51,MeituanFlash,63,20,1,39.940367,116.417574,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Woody barrel burning,4.5,16,1217,41,Foods,30,MeituanFlash,76,20,0,39.968485,116.424602,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Ma Zougri Lanzhou Beef Noodles. The stuffed bun (Pacific Century Center Store),4.6,7,396,25,Foods,50,MeituanFlash,45,15.9,1,39.933109,116.458405,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Tongzhou District,Ma Xiao▪Spicy Temptation (Material College Store),4.9,12,1495,72,Foods,61, MeituanRun ,27,0,0,39.931548,116.643407,1,1,1,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Chaoyang District,Yuexiaoguan stone mill rice rolls seafood stir-fry,4.6,17350,2772,53,Foods,30, Merchant ,80,30,1.4,39.919957,116.426289,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Changping District,Mubaf Flower Theme Cake (Huilongguan Store),4.7,241,198,68,DessertDrink,90, Merchant ,4,0,7,40.063034,116.307039,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Daxing District,Bashu Wangpo Shrimp (Zhaogongkou Store),4.9,9,700,55,Foods,78,Unknown,80,50,3,39.855001,116.414009,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Zun Bao Pizza (Baiziwan Store),4.6,5070,1442,26,Foods,40, MeituanRun ,34,30,0,39.897834,116.505009,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,Chongbanniufu (Renmin Store),5,178,127,33,Foods,64,MeituanFlash,Unknown,20,15.6,39.965725,116.323456,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Daxing District,New Spicy Road Fish Hotpot (Fish Rice Fangshan Ole Store),4.6,3,235,30,Foods,73,Unknown,0,20,8.6,39.763613,116.186584,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Tongzhou District,Fat girl craggy soup iron plate fried rice,4.4,2758,3386,15,Foods,80, Merchant ,78,60,6,39.610495,116.747726,1,1,0,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Fengtai District,All Niudao Leshan Seesaw Beef,4.6,2,945,35,Foods,42,MeituanFlash,52,20,0,39.922846,116.353519,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Haidian District,Niujie Halal Man Heng Ji,4.9,124,9999,36,Foods,44,MeituanFlash,50,20,6.5,39.932102,116.36775,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Fangshan District,Palace Crispy Beef Cake (No. 2 Tianda Mall Gourmet City Store),5,135,187,23,Foods,32,MeituanFlash,Unknown,20,1,39.89024,116.231445,1,1,0,0,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Chaoyang District,Zun Bao Pizza (Changying Store),4.7,899,2073,26,Foods,35, MeituanRun ,46,30,0,39.925947,116.607757,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,Wo Hegu (Tamura Store),4.9,13130,8144,26,Foods,34,MeituanFlash,88,20,1,39.930186,116.254076,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Xicheng District,Hehe Valley (Xuanwu Store),4.8,3085,6265,26,Foods,40,MeituanFlash,90,20,1.2,39.901181,116.373583,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Xicheng District,Wo Hegu (Madian Store),4.7,3070,6218,27,Foods,42,MeituanFlash,85,20,2,39.972241,116.382083,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Fengtai District,Hehe Valley (Songjiazhuang Store),4.9,4390,9999,24,Foods,35,MeituanFlash,87,20,3,39.845425,116.431891,0,1,1,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Haidian District,Hehe Valley (Fuchengmen Wantong Store),4.7,684,4623,27,Foods,45,MeituanFlash,90,20,4.8,39.922768,116.353888,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Shunyi District,Three lobsters. Crayfish. Barbecue (Capital Airport Store),4.4,1699,3000,42,Foods,74, Merchant ,48,100,13,40.046372,116.738731,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Dongcheng District,Hehe Valley (Xiaoyun Road Store),4.7,723,3599,26,Foods,38,MeituanFlash,95,20,4.8,39.960222,116.464225,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Chaoyang District,Wo Hegu (Yansha Store),4.9,1651,5051,27,Foods,45,MeituanFlash,78,20,2.4,39.876982,116.488393,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Fangshan District,Hehegu (Liangxiang Huaguan Store),4.9,4543,8937,27,Foods,40,MeituanFlash,81,20,0,39.735084,116.139429,1,1,0,1,131.3,660,146.8,0.505,0.495,0.098,0.132,0.224,0.196,0.169,0.181,0.158,0.683,0.151,0.008,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Chaoyang District,Hehe Valley (Bairong Store),5,2564,2230,25,Foods,42,MeituanFlash,92,20,1.2,39.859199,116.398775,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Dongcheng District,Cafe Duet,4.6,55,76,35,DessertDrink,30,MeituanFlash,Unknown,20,1.5,39.938736,116.439552,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Dongcheng District,Hehe Valley (Guoruicheng Store),4.9,2715,5280,26,Foods,37,MeituanFlash,95,20,3.4,39.897492,116.419867,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Xicheng District,Hehe Valley (Xinjiekou Store),4.9,2041,5669,26,Foods,37,MeituanFlash,95,20,6.8,39.941464,116.373218,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Changping District,Kailai Xiangchuan Restaurant,4.5,138,187,32,Foods,50, Merchant ,43,50,15,40.236542,116.260545,1,1,1,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Dongcheng District,Beiping Garden,4.6,0,105,121,Foods,56,MeituanFlash,0,20,0,39.898075,116.395782,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Chaoyang District,No. 1 crock pot simmering soup home cooking (Tianjie store),4.7,499,1537,24,Foods,44,MeituanFlash,46,20,0,39.924506,116.597371,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Tongzhou District,Lao Wang Guo Material Management (Beijing Changying Longhu Tianjie Store),4,2,100,109,Foods,56, MeituanRun ,0,55,20,39.925014,116.599636,1,1,0,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Chaoyang District,Hefan Dn Rice · Beef Rice (Ritan Store),4.8,1688,3543,28,Foods,40,MeituanFlash,66,20,0,39.919763,116.44272,1,1,0,0,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,"Spicy is still addicted, grilled fish, spicy pot (Wudaokou store)",4.8,319,1006,36,Foods,62,Unknown,83,20,3,39.99269,116.323848,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Fengtai District,Beijing rinse copper pot rinse meat (Huaxia happiness store),4.7,0,38,44,Foods,81,Unknown,0,20,3,39.823934,116.301068,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Cat's Eye Pizza (Dingfuzhuang Store),4.6,927,1568,23,Foods,54, MeituanRun ,35,20,4.5,39.915511,116.552239,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Changping District,Shushan Wangpo Shrimp,5,75,151,73,Foods,55, Merchant ,43,20,5,40.037028,116.436124,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Haidian District,Gao's Malatang,4.6,1803,900,18,Foods,60,MeituanFlash,75,20,0,40.089946,116.303982,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Shunyi District,❤️❤Miao Nong Congee Store (New National Exhibition Store),4.7,3430,5322,17,Foods,39,MeituanFlash,74,15,3.5,40.084548,116.546634,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Mentougou District,Manling Congee Store (Mentougou Dayu Store),4.8,649,3940,22,Foods,31,MeituanFlash,75,0,0,39.935886,116.096465,1,1,0,1,39.3,271,200.8,0.503,0.497,0.109,0.125,0.223,0.19,0.165,0.187,0.16,0.693,0.131,0.016,0.222,0.416,0.045,0.073,0.075,0.169,0,0
Beijing,Xicheng District,Wo Hegu (Dewai Store),4.9,7990,6415,27,Foods,30,MeituanFlash,93,20,0.8,39.960418,116.378966,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Haidian District,Sichuan sister grilled fish copper pot fish (Sichuan cuisine),0,1,48,34,Foods,70, MeituanRun ,0,20,7,40.024453,116.300849,1,1,0,0,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Chaoyang District,Guilin rice noodles,4.9,581,2156,23,Foods,46,MeituanFlash,68,15,5,39.801287,116.501272,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Old wall root rinse meat (Wang Siying store),4.8,1,208,44,Foods,44,MeituanFlash,0,20,0,39.874077,116.530001,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,Jiahe Yipin Congee (Zhongguancun Store),4.6,3789,9999,24,Foods,70,Unknown,89,20,3,39.983712,116.317506,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Fengtai District,Xiaoyuan · Barbecue Seafood (Baizhifang Store),4.7,2,2472,45,Foods,40, MeituanRun ,59,40,11,39.879512,116.350362,1,1,0,1,201.9,6602,259.5,0.499,0.501,0.098,0.125,0.226,0.196,0.167,0.188,0.12,0.759,0.116,0.005,0.246,0.363,0.048,0.077,0.09,0.176,0,0
Beijing,Chaoyang District,Jing A (Longfu Temple Store),4.9,2,263,77,Foods,30,MeituanFlash,62,20,5,39.927384,116.413542,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Tongzhou District,Worry about belly hot pot (maocai malatang),3.7,2,193,32,Foods,50,MeituanFlash,83,15,7.5,39.959698,116.796507,1,1,0,1,184,2030,234.2,0.504,0.496,0.104,0.122,0.221,0.197,0.165,0.192,0.153,0.727,0.117,0.003,0.247,0.336,0.05,0.071,0.099,0.197,0,0
Beijing,Daxing District,Ali June · Light Salad (Majiapu Store),4.9,22,2000,23,Foods,30,MeituanFlash,55,20,1.7,39.836188,116.377352,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Longxianghui smelly mandarin fish · Xiang cuisine (Chengshou Temple),4.5,15,801,37,Foods,44,MeituanFlash,57,20,0,39.842965,116.447539,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Dongcheng District,Kangzai Hong Kong-style Wonton Noodles (Lama Temple Store),4.5,5578,502,24,Foods,38,MeituanFlash,92,20,2.5,39.94201,116.417,1,1,0,1,70.9,16937,362.8,0.506,0.494,0.102,0.119,2.206,0.198,0.162,0.194,0.099,0.68,0.214,0.008,0.256,0.375,0.035,0.067,0.074,0.193,0,0
Beijing,Haidian District,Raising 100 million people with nutrition Malatang (Fuchengmen Store),4.6,2261,1178,16,Foods,42,MeituanFlash,94,20,0,39.924119,116.358727,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Shunyi District,Haolilai (Beijing Cake Shop),4.8,265,656,277,DessertDrink,120, Merchant ,Unknown,20,0,40.041203,116.569892,1,1,0,1,132.4,1298,128.8,0.497,0.503,0.104,0.123,0.226,0.196,0.165,0.185,0.116,0.696,0.185,0.002,0.257,0.369,0.032,0.064,0.071,0.207,0,0
Beijing,Xicheng District,Haha Jing Wang Lao Tai Xiao Seafood (Guomao Store),5,1836,101,40,Foods,69, Merchant ,Unknown,20,25,39.897528,116.471868,1,1,1,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Changping District,Xiangdong family,4.3,394,1375,38,Foods,85,Unknown,73,20,0,40.030926,116.362869,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Changping District,Pale Burger · Fried Chicken (Shahe Higher Education Park Store),4.9,9454,0,25,Foods,60,Merchant,100,20,2,40.16484,116.267438,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Chaoyang District,Buer Hot Fishing (Future Plaza Store),4.5,8,828,24,Foods,44,MeituanFlash,85,15,0.2,39.990161,116.432346,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Xicheng District,Hunan Small Bowl of Cuisine (1st Grade-Fuzhuo Lucky Time Food City Store),4.5,199,600,23,Foods,40,MeituanFlash,86,20,4.4,39.893228,116.375118,1,1,0,1,110.6,21888,263.1,0.505,0.495,0.101,0.12,0.226,0.201,0.161,0.192,0.098,0.682,0.213,0.007,0.245,0.392,0.034,0.065,0.061,0.203,0,0
Beijing,Haidian District,Amiami Chicken Rice Flower Hamburg Fried Chicken (Beijing Normal University Store),5,1049,1059,21,Foods,34,MeituanFlash,100,15,0,39.961709,116.371016,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
Beijing,Chaoyang District,Amiami Chicken Rice Flower Hamburg Fried Chicken (Shuangjing Shop),4.8,1207,1040,23,Foods,48,MeituanFlash,52,20,2,39.890261,116.460915,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Amiyami · Fried Chicken · Chicken Rice Flower (Longqi Plaza Store),4.4,852,544,26,Foods,37,MeituanFlash,82,20,2,40.066372,116.348032,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Daxing District,Hangzhou Xiaolongbao (Yuhuayuan Store),4.8,5,1060,20,Foods,30,MeituanFlash,91,15,3.5,39.774188,116.335291,1,1,0,0,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Yulin Roast Duck (Huawei Bridge Store),4.8,3825,1000,59,Foods,70,Unknown,74,20,9,39.868654,116.467454,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Shake Fragrant Pot · Spicy Fragrant Pot (Communication University Store),4.8,3770,2796,25,Foods,42,MeituanFlash,65,15,0,39.904609,116.549319,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Chaoyang District,Yu is a pickled fish (Shuangqiao shop),4.9,703,908,34,Foods,37,MeituanFlash,54,20,3.5,39.908244,116.577782,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Changping District,Wuchao Pizza (Xiaoyun Road Store),4.7,219,512,49,Foods,39,Merchant,44,30,1,39.961842,116.464118,1,1,0,1,226.9,1689,204.2,0.505,0.495,0.106,0.121,0.221,0.195,0.162,0.195,0.116,0.733,0.133,0.018,0.222,0.415,0.045,0.073,0.075,0.17,0,0
Beijing,Chaoyang District,Siyun Milk Gai Gong Tea (Joy City Store),4.7,1785,247,17,DessertDrink,60,MeituanFlash,67,20,3,39.923981,116.518584,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Daxing District,Nanjing Duck Blood Vermicelli Soup (Xingguang Supermarket East Hall Branch),4.7,5859,1843,16,Foods,195, MeituanRun ,89,25,0,39.913891,116.557761,1,1,0,1,199.4,1924,183.5,0.498,0.502,0.102,0.125,0.224,0.196,0.169,0.186,0.13,0.732,0.131,0.007,0.256,0.357,0.06,0.08,0.103,0.144,0,0
Beijing,Chaoyang District,Our pot paste wonton (second grade K cool food city),4.8,1094,2314,18,Foods,55,MeituanFlash,45,20,0,40.03367,116.419435,1,1,0,1,345.1,7583,316.8,0.503,0.497,0.099,0.123,0.228,0.2,0.164,0.187,0.093,0.667,0.232,0.008,0.244,0.388,0.039,0.069,0.081,0.179,0,0
Beijing,Haidian District,Jianjiang Yipin Congee (Gucheng Store),5,1287,0,18,Foods,60,MeituanFlash,83,20,0,39.907761,116.191356,1,1,0,1,313.2,7271,398,0.505,0.495,0.1,0.125,0.216,0.21,0.162,0.187,0.106,0.728,0.156,0.009,0.233,0.383,0.04,0.068,0.077,0.199,0,0
